Word,Valence,Arousal,Dominance,Concreteness
consign,0.461671,0.442636,0.570612,0.491042
pegasus,0.622976,0.417851,0.631206,0.768012
easterner,0.555707,0.439430,0.561083,0.680541
skipper,0.591737,0.435401,0.607177,0.742208
iridescent,0.682691,0.463749,0.603540,0.630309
misuse,0.311934,0.535180,0.428543,0.315223
cumulonimbus,0.471235,0.425031,0.462579,0.757460
semiconducting,0.569354,0.430719,0.546280,0.557558
hotdogs,0.678521,0.476810,0.614922,0.832517
stewed,0.523798,0.361939,0.577287,0.600327
hunting_lodge,0.670874,0.415137,0.629262,0.876051
insurers,0.510149,0.477158,0.516865,0.609016
likeness,0.685850,0.480781,0.640723,0.793372
resonates,0.660516,0.504455,0.673738,0.409850
toujours,0.547358,0.442010,0.571578,0.379005
always,0.784480,0.451262,0.735165,0.430906
troubleshoot,0.515265,0.448007,0.594615,0.606479
Newton,0.580610,0.478312,0.545394,0.605648
truths,0.579723,0.443011,0.569483,0.362901
blackjacks,0.409511,0.510603,0.459725,0.780758
swimsuit,0.720428,0.482724,0.683144,0.981302
bemusing,0.572407,0.464208,0.592482,0.295731
uploads,0.645436,0.450137,0.662740,0.652151
undreamt,0.648741,0.531330,0.582517,0.374115
evasiveness,0.390579,0.435935,0.512117,0.432402
deplete,0.472687,0.473297,0.500449,0.534027
disorganized,0.324816,0.469738,0.440957,0.425265
holy_trinity,0.629444,0.441783,0.602993,0.510967
prescriptions,0.490123,0.409092,0.528871,0.678930
status,0.660929,0.415656,0.700075,0.418322
realer,0.621030,0.498795,0.572154,0.629480
trendsetting,0.761644,0.536257,0.708631,0.515375
transforming,0.627792,0.485759,0.652685,0.506653
bends,0.544862,0.451041,0.531488,0.649571
accelerator,0.549123,0.499883,0.585408,0.769385
topside,0.624834,0.467952,0.618116,0.679740
eyelash,0.646483,0.444829,0.586414,0.729172
cataloguer,0.719341,0.439487,0.697328,0.682047
scarves,0.622253,0.453599,0.588117,0.778596
bendy,0.609589,0.492055,0.597232,0.671636
clockwork,0.619321,0.493850,0.544588,0.684145
exorbitant,0.355252,0.551292,0.438459,0.430777
egomaniac,0.410587,0.526369,0.522577,0.577688
dayroom,0.507165,0.405826,0.548340,0.854306
fewer,0.511971,0.385311,0.553386,0.512242
bouquets,0.698207,0.442247,0.632488,0.697397
jittering,0.461428,0.557870,0.457494,0.588729
roes,0.697316,0.460663,0.633528,0.802564
vilification,0.318084,0.585504,0.471207,0.383414
repressive,0.341947,0.607412,0.425180,0.404682
inelegant,0.336798,0.383507,0.473030,0.387981
tearooms,0.715382,0.327778,0.651648,0.751865
neanderthal,0.372661,0.538569,0.461178,0.492026
psychology,0.552345,0.457299,0.568218,0.617565
sparingly,0.546189,0.363602,0.593774,0.479673
silks,0.664941,0.407857,0.611786,0.854261
mattered,0.643695,0.467798,0.666267,0.402132
holstered,0.475359,0.439818,0.568277,0.694277
tiramisu,0.744570,0.462015,0.667723,0.866485
misses,0.489267,0.458988,0.564228,0.501434
reestablishment,0.657964,0.490970,0.612881,0.458680
signings,0.629768,0.483540,0.574374,0.587068
grads,0.682582,0.453190,0.612557,0.696497
ministerial,0.530447,0.439463,0.583392,0.477972
kelvin,0.623522,0.419678,0.573642,0.682900
expiation,0.462452,0.480631,0.503173,0.349002
darling,0.672479,0.489332,0.629680,0.592279
fag,0.404078,0.494531,0.504787,0.643717
downloads,0.628443,0.520454,0.610573,0.721603
highway,0.587993,0.440126,0.576435,0.846071
attentions,0.554127,0.533456,0.599541,0.470015
uncustomary,0.480636,0.439478,0.533054,0.481726
viol,0.467885,0.431121,0.516249,0.566881
springers,0.652187,0.385055,0.613782,0.759972
reformulated,0.533800,0.403359,0.565046,0.603035
localization,0.640214,0.437271,0.657565,0.506166
porcelain,0.639748,0.393163,0.607250,0.858647
sparked,0.609474,0.509177,0.593620,0.717426
reclassifying,0.461127,0.426611,0.531512,0.347568
cyclopean,0.514386,0.509228,0.555272,0.517929
ness,0.627047,0.482714,0.634187,0.381281
paucity,0.378319,0.401318,0.478770,0.397035
loafer,0.504236,0.378730,0.551640,0.737893
arable,0.608293,0.382050,0.594026,0.595765
proxy,0.406087,0.443757,0.526465,0.646770
acorn,0.650480,0.426979,0.587854,0.880013
imagine,0.556338,0.439027,0.599341,0.531417
perverting,0.375824,0.468599,0.473543,0.540586
weed,0.453482,0.475391,0.530407,0.764428
reproach,0.480614,0.496198,0.576214,0.445029
Hispanic,0.527303,0.479207,0.563828,0.757010
prefab,0.556657,0.398597,0.599681,0.735978
bumped,0.458742,0.500374,0.509013,0.583614
dows,0.614263,0.396349,0.628934,0.706145
telescopically,0.524247,0.411910,0.520093,0.733821
armful,0.664561,0.401599,0.628220,0.696018
nightspot,0.550893,0.556389,0.558994,0.905352
positioning,0.586522,0.466396,0.647391,0.480870
decently,0.597270,0.448845,0.601004,0.429900
insolence,0.447553,0.526609,0.543508,0.340936
instigation,0.389054,0.508651,0.508277,0.538986
reheated,0.516755,0.390196,0.561036,0.631319
lamentation,0.505372,0.472953,0.526486,0.403628
twentyone,0.779469,0.450589,0.710655,0.690310
w,0.557818,0.386740,0.576212,0.545746
bumper,0.602423,0.508811,0.580723,0.845399
unpowered,0.554543,0.424620,0.552142,0.568073
conductors,0.615185,0.386607,0.595835,0.665053
placemen,0.458251,0.392022,0.489877,0.513397
volumetrically,0.547001,0.410408,0.559744,0.587590
concussion,0.376546,0.512427,0.437247,0.680907
horseshoes,0.723680,0.381334,0.685169,0.868868
corrugated,0.473168,0.347458,0.532789,0.775892
geographically,0.573238,0.437329,0.583640,0.414313
reversing,0.552092,0.441344,0.578618,0.610123
smarties,0.464817,0.487635,0.517922,0.696701
gazed,0.610176,0.461430,0.591621,0.656379
statue,0.683303,0.422845,0.646402,1.016116
slipped,0.517084,0.380419,0.581475,0.684479
emblazoned,0.548225,0.451687,0.622690,0.780587
historian,0.576063,0.421789,0.592927,0.720434
thereafter,0.581225,0.370843,0.533306,0.443325
number,0.630767,0.411931,0.617051,0.627503
slipper,0.607514,0.375131,0.616289,0.959276
wees,0.443186,0.526267,0.486558,0.705483
gazer,0.698420,0.472663,0.618199,0.729541
murmured,0.607194,0.394445,0.591446,0.555686
guar,0.552996,0.322937,0.550810,0.794531
ethereal,0.733834,0.491740,0.616585,0.386584
numbed,0.382777,0.460744,0.474327,0.452127
climatological,0.629139,0.420214,0.567246,0.553505
executioners,0.390934,0.506327,0.499825,0.736530
relisting,0.541899,0.532050,0.563940,0.608217
devel,0.470938,0.399491,0.550806,0.580996
unexplained,0.467778,0.515772,0.415336,0.480333
turvy,0.621637,0.427007,0.563990,0.735012
tadpoles,0.613433,0.453869,0.518854,0.834834
boating,0.707414,0.455494,0.641131,0.753890
smartie,0.613404,0.453972,0.601633,0.799567
threatening,0.367667,0.608476,0.444868,0.585520
heady,0.656599,0.557503,0.594822,0.339653
checkpoint,0.545093,0.451291,0.590484,0.827236
cannibals,0.375826,0.597521,0.412714,0.604790
philanthropy,0.748813,0.458905,0.723544,0.544726
lawbook,0.500297,0.377390,0.569657,0.517990
slay,0.401111,0.611172,0.510130,0.620795
erupted,0.574375,0.525512,0.593002,0.694950
fruitfully,0.751159,0.390577,0.709576,0.343481
zeros,0.545520,0.429047,0.566673,0.669010
pigmentation,0.478262,0.438761,0.526595,0.657467
tangency,0.674366,0.382891,0.616944,0.529974
polygraphy,0.432299,0.479115,0.507097,0.556967
ammeters,0.589215,0.374362,0.621133,0.636713
crisscrossed,0.542918,0.400755,0.566316,0.612353
sympathies,0.583680,0.497157,0.602192,0.344646
coppice,0.661966,0.304205,0.613335,0.758851
relationship,0.712035,0.476603,0.694067,0.422072
fasting,0.533142,0.428924,0.560669,0.627096
johnson,0.600730,0.429661,0.550587,0.668676
immediate,0.621317,0.442760,0.631942,0.470031
biomass,0.510245,0.437902,0.540377,0.675157
consuls,0.554984,0.378402,0.562473,0.582247
appreciation,0.879304,0.504552,0.761028,0.343434
delightedly,0.728012,0.496917,0.662902,0.528836
forthrightness,0.630165,0.416717,0.667040,0.333744
consult,0.624141,0.374861,0.668107,0.569388
focusing,0.586179,0.438421,0.652605,0.667226
renters,0.480142,0.422181,0.525399,0.608037
conjunctions,0.568740,0.391708,0.549468,0.503301
rampant,0.388922,0.528317,0.470050,0.520220
grace,0.701988,0.467475,0.625824,0.359448
hubcaps,0.574472,0.419550,0.583819,0.865609
diffusion,0.590676,0.434390,0.593403,0.410232
bimanual,0.554554,0.400678,0.554885,0.633844
twister,0.452003,0.564346,0.481853,0.741728
determines,0.542605,0.437059,0.593981,0.455903
coagulant,0.399698,0.427301,0.462153,0.701049
iranian,0.427278,0.501022,0.503045,0.524516
drift,0.459139,0.466321,0.512038,0.619831
detractor,0.456405,0.465241,0.572650,0.524649
tablespoonfuls,0.558886,0.336384,0.552812,0.874617
determined,0.579187,0.508165,0.634048,0.350461
marriage,0.632304,0.539423,0.590999,0.590253
pessimists,0.474393,0.462223,0.540389,0.527751
bodied,0.665560,0.471267,0.650139,0.636487
croon,0.584919,0.421150,0.602283,0.622733
lovelorn,0.576021,0.479751,0.571480,0.501090
remembers,0.637763,0.430460,0.625760,0.641977
tarnishes,0.453791,0.478175,0.530442,0.480045
tipis,0.771330,0.381393,0.663320,0.761129
mutate,0.456028,0.563490,0.489059,0.628359
delectable,0.776285,0.545360,0.651194,0.486671
livers,0.581951,0.492744,0.577221,0.791782
cpr,0.554986,0.448323,0.552870,0.729567
refrigerators,0.545184,0.396884,0.599739,0.733836
bavarian,0.621496,0.379678,0.600246,0.837460
fights,0.525214,0.635401,0.576608,0.682109
programmable,0.692298,0.464042,0.608025,0.547011
livery,0.663867,0.425636,0.644917,0.835135
licenses,0.628190,0.459346,0.637814,0.595773
neurosurgical,0.522026,0.445631,0.536772,0.697371
vitally,0.594928,0.445885,0.620325,0.336770
sextets,0.708198,0.461667,0.603791,0.552978
cargos,0.562372,0.424795,0.570408,0.657893
serbia,0.438802,0.480224,0.489514,0.550066
mawkish,0.467644,0.421956,0.523333,0.363644
jager,0.630650,0.498816,0.616427,0.902195
congratulatory,0.693222,0.487523,0.669203,0.497635
munda,0.627638,0.453956,0.621005,0.536811
ballerina,0.636645,0.567854,0.588489,0.849877
noodling,0.442075,0.471036,0.512535,0.604863
honeybees,0.579099,0.463968,0.526814,0.883279
silvers,0.611732,0.439699,0.636934,0.713712
ragamuffin,0.521342,0.460521,0.528839,0.744889
presents,0.720164,0.485909,0.685746,0.536307
foals,0.574332,0.434985,0.521945,0.711138
dramatized,0.535393,0.495906,0.561824,0.476592
trowel,0.671053,0.328620,0.681821,0.899694
distemper,0.375423,0.445765,0.425654,0.684600
silvery,0.679416,0.414451,0.573100,0.765623
equaled,0.596735,0.397137,0.652506,0.557475
steppe,0.636938,0.419908,0.587780,0.733578
analogy,0.658213,0.367781,0.648143,0.587474
commemorated,0.591100,0.456914,0.608729,0.583478
victor,0.566798,0.499542,0.588791,0.527462
analogs,0.599979,0.419433,0.565948,0.471049
surya,0.586330,0.405454,0.594267,0.656444
cots,0.569740,0.336828,0.577430,0.820062
play,0.675852,0.485729,0.666558,0.680740
pelletized,0.548145,0.298749,0.611919,0.879413
Julius,0.552529,0.439633,0.567686,0.648637
delectably,0.638152,0.474724,0.594052,0.572563
yaws,0.334591,0.478276,0.392825,0.642219
tryst,0.605658,0.598615,0.576111,0.557214
yawn,0.547912,0.506269,0.568898,0.550660
yawl,0.587785,0.402075,0.585243,0.846940
plan,0.618206,0.405600,0.626198,0.649895
wive,0.456196,0.531240,0.437893,0.719788
lawbreakers,0.396949,0.527833,0.483723,0.531176
odorous,0.335939,0.436138,0.464671,0.481618
cruellest,0.483434,0.555296,0.513956,0.437481
funnier,0.595905,0.533329,0.594694,0.529331
Janet,0.643907,0.443041,0.591635,0.711882
Lysol,0.500769,0.457910,0.591037,0.797871
tokens,0.652050,0.404904,0.627580,0.717928
cause,0.611338,0.482662,0.602214,0.559609
unequal,0.323081,0.508815,0.449387,0.389487
obstante,0.424519,0.430355,0.542128,0.548158
pliable,0.656669,0.376344,0.633086,0.548909
covey,0.602515,0.453798,0.602935,0.650883
covet,0.593709,0.544316,0.607563,0.453358
cover,0.709119,0.397494,0.637907,0.671481
coves,0.703153,0.386451,0.599257,0.722246
metallised,0.542312,0.351978,0.583426,0.643198
tensioning,0.545439,0.429679,0.612981,0.700253
elucidating,0.629061,0.429806,0.676431,0.365609
bodies,0.489743,0.473470,0.519640,0.755672
coral_snake,0.416332,0.511754,0.416154,1.012274
smocks,0.566734,0.319806,0.579527,0.717116
sinner,0.471415,0.521678,0.521322,0.654989
strutted,0.647525,0.531715,0.703150,0.633920
sluggishness,0.302647,0.457831,0.452481,0.572884
multimedia,0.750057,0.497043,0.698304,0.611927
wreathe,0.756991,0.364737,0.643500,0.781874
satis,0.544867,0.394865,0.611237,0.471956
hipped,0.589610,0.425761,0.605609,0.639019
desperado,0.507152,0.539428,0.520434,0.718721
brunet,0.645581,0.477382,0.572546,0.848006
tranquilizer,0.508106,0.493021,0.520495,0.723559
chairpersons,0.577499,0.421774,0.597858,0.553520
defoliant,0.394302,0.453957,0.449869,0.798886
session,0.693844,0.439719,0.646012,0.718661
monopolist,0.363455,0.523220,0.511123,0.610580
rufus,0.559528,0.427617,0.515686,0.710364
tranquilized,0.503097,0.523841,0.504833,0.738364
unplumbed,0.587764,0.470963,0.563965,0.360961
urbanising,0.393111,0.522609,0.467632,0.501697
hornets,0.422040,0.531622,0.460456,0.768002
hotpress,0.648860,0.482948,0.584567,0.685284
hipper,0.518194,0.450720,0.540673,0.548638
ZIP_code,0.582330,0.418634,0.619202,0.781157
impact,0.589577,0.487110,0.590920,0.570822
interrogatories,0.472515,0.393091,0.524076,0.623557
sideboard,0.560346,0.350442,0.589852,0.961554
tarlike,0.413698,0.441929,0.482527,0.809599
connexions,0.559231,0.444393,0.579569,0.477342
ovations,0.698754,0.528094,0.660447,0.623566
condos,0.562026,0.442373,0.534300,0.733373
condor,0.575541,0.533192,0.520749,0.851259
stockholders,0.521911,0.415671,0.568089,0.614091
peculiar,0.558112,0.476953,0.546810,0.259388
failed,0.460027,0.408264,0.529615,0.434604
bastion,0.597586,0.423132,0.577726,0.662779
psychos,0.336972,0.638565,0.382882,0.595166
condom,0.563295,0.550650,0.623112,0.876377
elevator_shaft,0.489782,0.526589,0.493902,0.918489
prerevolutionary,0.581290,0.498037,0.565032,0.486372
pilchards,0.583368,0.351748,0.549807,0.887534
alloted,0.600535,0.376726,0.620794,0.479736
protectors,0.571787,0.469114,0.558939,0.596097
unsuspectingly,0.538832,0.440414,0.545902,0.589226
bidden,0.617622,0.416334,0.576080,0.388766
magicians,0.673776,0.537084,0.579390,0.709866
gratis,0.680637,0.408659,0.653914,0.478527
dandelion,0.614521,0.389275,0.570623,0.867114
swaps,0.548951,0.477126,0.541365,0.581322
fanciness,0.673366,0.454883,0.679089,0.575544
impregnable,0.585665,0.496598,0.564932,0.532716
reloads,0.567019,0.480251,0.637683,0.721014
mutualism,0.694130,0.420229,0.624764,0.507964
they'd,0.539582,0.455479,0.508196,0.631106
synchronization,0.728090,0.412119,0.686998,0.590290
gratia,0.726581,0.432811,0.702732,0.394210
preparing,0.554690,0.511294,0.605906,0.582745
granulate,0.536848,0.301716,0.591687,0.785636
underpriced,0.461876,0.471758,0.499216,0.449945
FALSE,0.402984,0.459490,0.474308,0.508660
gratin,0.636951,0.348539,0.627520,0.739564
siree,0.626387,0.431318,0.607863,0.552351
stroma,0.512411,0.377773,0.527108,0.760254
varmints,0.417577,0.520272,0.494852,0.663136
checkmates,0.560311,0.512338,0.651877,0.527956
sleeve,0.590044,0.380766,0.627723,0.840464
pharmacologists,0.616020,0.396043,0.602387,0.631233
tumors,0.384056,0.558069,0.410207,0.680307
princeton,0.651436,0.350156,0.641981,0.690997
inbuilt,0.603416,0.404818,0.613763,0.467155
adjacently,0.569880,0.376274,0.574802,0.823995
tottering,0.472397,0.494589,0.459328,0.664628
furnish,0.634819,0.376719,0.677951,0.480140
implementable,0.658906,0.396876,0.661835,0.432283
harebrained,0.527632,0.502300,0.508241,0.428757
inductees,0.656577,0.430676,0.608210,0.644459
obscure,0.560730,0.390434,0.568407,0.412103
bearnaise,0.658789,0.372215,0.634046,0.767693
interrogatory,0.437061,0.497564,0.511855,0.558474
dividing,0.461553,0.439880,0.555396,0.577551
southeaster,0.534746,0.526961,0.493692,0.757431
eyecatching,0.638672,0.485995,0.632275,0.581268
sew,0.641820,0.373043,0.645725,0.918223
set,0.699962,0.449615,0.680778,0.597024
ses,0.423719,0.450956,0.522769,0.409945
ser,0.511790,0.442253,0.554866,0.533083
troublingly,0.323986,0.480436,0.444700,0.325885
overwhelm,0.392133,0.523900,0.473599,0.495731
fey,0.497792,0.492980,0.543576,0.430636
sexology,0.608057,0.498589,0.598662,0.649363
Scotsman,0.554740,0.402785,0.565871,0.840882
sex,0.557120,0.649453,0.557025,0.674130
distrusts,0.434272,0.487752,0.522789,0.413583
unalike,0.619047,0.505598,0.556751,0.282382
see,0.684859,0.466842,0.673525,0.618685
sed,0.496195,0.386032,0.595932,0.466621
sec,0.522613,0.409876,0.575905,0.635818
migration,0.566367,0.482883,0.587782,0.573663
sea,0.647972,0.477436,0.539812,0.780817
sen,0.491573,0.458472,0.557189,0.596408
institutes,0.578251,0.402483,0.569646,0.568612
geologic,0.710045,0.445022,0.578036,0.657425
outward,0.545646,0.411714,0.537303,0.545242
pommels,0.637205,0.436685,0.621183,0.763423
electioneer,0.545559,0.439649,0.592786,0.507498
stratiform,0.506534,0.386424,0.484672,0.655792
vitamins,0.652930,0.434369,0.633618,0.758100
muted,0.568833,0.395133,0.592325,0.552596
unmarketable,0.361535,0.443539,0.445991,0.404188
roguery,0.407687,0.523607,0.493162,0.298251
topmost,0.620195,0.440833,0.624147,0.577567
unspectacularly,0.603047,0.360984,0.630551,0.433152
rulership,0.484608,0.455637,0.519249,0.528684
persiflage,0.535503,0.418821,0.594737,0.538947
epitaxial,0.544349,0.425453,0.560500,0.608025
theatricals,0.511010,0.473849,0.558295,0.476369
crosswalk,0.545168,0.460891,0.557783,0.839996
avoidance,0.486802,0.467272,0.569136,0.375026
nope,0.472833,0.463022,0.533433,0.518025
mutes,0.532381,0.434521,0.576874,0.613452
skittle,0.576729,0.489448,0.573665,0.725394
nonperson,0.351887,0.506584,0.454014,0.370857
hooter,0.574578,0.457964,0.570714,0.635361
fidgety,0.524149,0.454028,0.550291,0.579348
pluralities,0.615721,0.436780,0.613046,0.558573
embargoes,0.383456,0.480933,0.468550,0.551265
espouse,0.513782,0.451252,0.570358,0.399685
unflagging,0.686937,0.492290,0.705125,0.412367
alphabetical,0.572302,0.341010,0.600426,0.610853
postponement,0.486733,0.410275,0.536787,0.491706
bedazzlement,0.705321,0.455761,0.666553,0.485048
peacetime,0.565125,0.485908,0.569251,0.616845
hooted,0.594954,0.491944,0.623206,0.588019
selectively,0.479424,0.399600,0.570476,0.416568
shortlived,0.579545,0.407014,0.584224,0.452475
ahoy,0.535435,0.500532,0.557486,0.524876
mudras,0.718308,0.397464,0.662070,0.610285
matchsticks,0.505074,0.449062,0.515382,0.825297
pagan,0.508380,0.509588,0.479079,0.487043
combers,0.553316,0.415849,0.514917,0.851827
disproof,0.453282,0.505436,0.478013,0.419251
Bostonians,0.556713,0.398165,0.579007,0.597178
ammonite,0.756578,0.416690,0.657338,0.967740
bromine,0.622255,0.461654,0.602988,0.790150
blood_transfusion,0.530079,0.539257,0.553664,0.826224
feminist,0.554056,0.536804,0.578682,0.489368
mantises,0.599510,0.417167,0.552305,0.894141
mudding,0.541634,0.467348,0.588672,0.729870
repainted,0.562060,0.398708,0.614854,0.729152
scamp,0.561999,0.493907,0.552109,0.646472
scams,0.442173,0.545307,0.452803,0.600861
rose,0.622035,0.429296,0.639522,0.676621
boasters,0.504689,0.489768,0.557250,0.473951
prankster,0.490677,0.522017,0.556505,0.679414
sensitiveness,0.567019,0.471821,0.597550,0.315644
lone_wolf,0.442064,0.461780,0.521488,0.644777
shortsighted,0.372212,0.494345,0.470336,0.367162
volcanic,0.554368,0.518373,0.478257,0.625114
electrician,0.558332,0.451403,0.567808,0.916942
drunk,0.383617,0.651298,0.462347,0.670698
fallbacks,0.504442,0.382209,0.549926,0.490732
celeste,0.626421,0.449942,0.563254,0.782143
forklift,0.520037,0.428019,0.593905,0.965493
smashing,0.483750,0.649177,0.552393,0.661484
corresponds,0.720674,0.392074,0.683034,0.536883
community,0.734460,0.397384,0.688650,0.627802
hollow,0.485872,0.430287,0.526604,0.544630
nightstand,0.580659,0.422769,0.594344,0.967448
unicellular,0.491917,0.397676,0.497496,0.606348
agents,0.525663,0.442390,0.538599,0.691395
empiricism,0.557489,0.400749,0.569660,0.382879
unrealism,0.411180,0.554872,0.474064,0.335653
creeds,0.615127,0.394471,0.579380,0.480817
townhouse,0.627260,0.419551,0.626496,0.888622
underlay,0.608899,0.354218,0.608281,0.639308
roofing,0.541323,0.367194,0.595104,0.811026
worthless,0.398889,0.455380,0.474475,0.421666
numinous,0.684163,0.415829,0.596674,0.337488
emulsifiers,0.584929,0.399229,0.578796,0.697985
acceptance,0.666834,0.496211,0.611084,0.335816
assassinates,0.376730,0.599553,0.492648,0.522208
confounders,0.413668,0.417710,0.458866,0.524066
requisitioning,0.462258,0.426550,0.554272,0.466407
flounces,0.579487,0.468400,0.561634,0.677259
hitting,0.521788,0.568400,0.591643,0.649073
unpatriotic,0.304848,0.487338,0.440499,0.411713
citations,0.525734,0.453472,0.600805,0.574702
chanter,0.615689,0.360352,0.601280,0.803107
scions,0.549359,0.425588,0.538690,0.682772
stomping,0.470026,0.559379,0.531306,0.738687
flounced,0.524665,0.429809,0.564433,0.597698
nectarines,0.651407,0.433297,0.607954,0.769348
gnus,0.653188,0.456485,0.621649,0.730306
rosy,0.607607,0.467748,0.597850,0.508626
firm,0.636005,0.406252,0.638187,0.794726
repayments,0.577311,0.491297,0.572906,0.546318
sobriety,0.619426,0.469796,0.616091,0.359798
modulating,0.614555,0.419046,0.610308,0.442585
fire,0.501175,0.616381,0.500801,0.857090
what's,0.498940,0.505802,0.528566,0.547873
dully,0.488884,0.432559,0.537264,0.447646
plexiglas,0.538912,0.382359,0.566381,0.813932
marram,0.486128,0.378775,0.529574,0.789834
imperials,0.695926,0.376186,0.651074,0.843946
fund,0.714940,0.428460,0.653749,0.646614
equestrians,0.777432,0.451751,0.688939,0.754849
womanizing,0.461152,0.524727,0.521065,0.587128
insiders,0.609154,0.450971,0.598404,0.572690
towns,0.604240,0.381062,0.566282,0.661287
what'd,0.516880,0.534874,0.516486,0.719016
funk,0.483405,0.502815,0.521382,0.635864
unpersuasively,0.500145,0.456479,0.551642,0.374445
slobs,0.362282,0.442392,0.488582,0.523949
merchandised,0.660884,0.428107,0.646842,0.588031
ferrites,0.539884,0.417937,0.562122,0.603055
stadia,0.553209,0.426137,0.585004,0.682076
judicial,0.506391,0.478993,0.534382,0.500417
corpora,0.554232,0.318481,0.580639,0.589077
leatherworking,0.811123,0.359368,0.752516,0.854342
sesame,0.703369,0.383953,0.620836,0.813209
untrusted,0.433119,0.433217,0.488785,0.525680
lionised,0.512473,0.466534,0.583942,0.447397
tweaker,0.429181,0.497804,0.489705,0.769693
formats,0.647266,0.365878,0.616113,0.594241
undeservingly,0.528332,0.359628,0.534557,0.401799
dominic,0.526485,0.380890,0.547687,0.657248
ross,0.531063,0.392928,0.523753,0.703097
unwounded,0.413739,0.603766,0.446441,0.502980
solomon,0.612089,0.406247,0.579430,0.556871
meadowlands,0.649572,0.361596,0.597853,0.820032
secluded,0.621227,0.459169,0.595961,0.586551
casino,0.610409,0.557475,0.564220,0.813355
swags,0.705175,0.331591,0.653709,0.781916
instrumented,0.555005,0.442779,0.550180,0.518477
moth,0.470272,0.491624,0.473900,0.926464
bellicosity,0.356243,0.531884,0.469593,0.432322
dotting,0.598447,0.397962,0.586721,0.616154
owen,0.488486,0.460460,0.503744,0.626451
grisaille,0.517573,0.427547,0.534241,0.627198
skulks,0.392198,0.453522,0.523947,0.679736
anchovy,0.596820,0.453386,0.566803,0.839538
motu,0.749557,0.363562,0.635144,0.627904
owes,0.560518,0.515846,0.576683,0.525490
lunkhead,0.423711,0.476280,0.487546,0.499795
vanish,0.504030,0.416422,0.492898,0.635494
khalifa,0.537391,0.422616,0.560766,0.537667
saddening,0.404909,0.491879,0.494104,0.291911
mediating,0.656220,0.393505,0.679753,0.600083
decor,0.751475,0.418390,0.700203,0.753073
churn,0.379779,0.560881,0.493458,0.584710
timebase,0.632010,0.413583,0.612563,0.545150
cribbage,0.689781,0.390723,0.655905,0.704550
choking,0.379947,0.558668,0.430790,0.881526
mussed,0.589719,0.452631,0.556096,0.661878
jawbreaker,0.483656,0.513749,0.498091,0.867436
maids,0.586122,0.413173,0.551573,0.787109
warheads,0.473535,0.498369,0.511785,0.764117
urinary_tract,0.530442,0.413421,0.563238,0.751771
elevated,0.518556,0.415624,0.556514,0.439886
wigging,0.477082,0.572746,0.518593,0.569507
pillagers,0.454330,0.533157,0.497981,0.517793
bloodlines,0.702977,0.448949,0.635417,0.637300
ledgers,0.501507,0.358024,0.557943,0.709282
pecking,0.456577,0.514969,0.547265,0.714830
elevates,0.601791,0.492956,0.642585,0.374416
frontally,0.382392,0.537769,0.497921,0.425528
delhi,0.514074,0.448567,0.531476,0.708961
ingot,0.475905,0.400613,0.526792,0.901873
radionuclide,0.440506,0.401119,0.447405,0.541915
smokable,0.515888,0.457224,0.502003,0.736966
voraciously,0.560201,0.468027,0.582466,0.585621
teeter,0.452560,0.484959,0.498024,0.564864
epithet,0.366696,0.509566,0.487175,0.599387
expediting,0.600629,0.408448,0.635584,0.513062
ziti,0.609854,0.457827,0.606155,0.885526
accepter,0.470367,0.389165,0.558079,0.404346
monasticism,0.665624,0.414324,0.604777,0.515444
wineries,0.633356,0.450224,0.603245,0.725158
levels,0.636103,0.425192,0.611466,0.540725
leaps,0.643246,0.549956,0.589496,0.544163
uncoil,0.536197,0.545292,0.549079,0.667852
comptes,0.462835,0.383315,0.561694,0.518234
confines,0.604299,0.427211,0.596028,0.518385
tobacco,0.485128,0.495741,0.519226,0.821401
focal,0.605887,0.431648,0.620138,0.530260
recent,0.616945,0.395406,0.626799,0.566017
canned,0.556574,0.393238,0.597167,0.655968
leukemias,0.448610,0.532625,0.468197,0.517372
oddest,0.591623,0.518627,0.577730,0.570514
prattling,0.538099,0.462636,0.564902,0.521476
cannel,0.507168,0.358599,0.572459,0.742532
worldclass,0.672246,0.521319,0.660977,0.574951
loathsome,0.319460,0.550180,0.461154,0.280160
regretting,0.438396,0.494811,0.509323,0.406326
entwinement,0.548823,0.486497,0.539348,0.390511
regulating,0.556273,0.476120,0.561897,0.474543
purifiers,0.508068,0.436122,0.583084,0.634945
sixtieth,0.642217,0.441046,0.563669,0.648853
canner,0.562973,0.387769,0.643676,0.956817
kabuki,0.490734,0.473681,0.535457,0.499936
clearance,0.560107,0.438812,0.618440,0.578166
comprise,0.550805,0.432952,0.598180,0.395209
rive,0.577976,0.397539,0.574275,0.683693
plagues,0.322829,0.532043,0.403924,0.504646
simp,0.400251,0.465719,0.488256,0.677906
paymaster,0.517093,0.418997,0.589327,0.651347
hotrod,0.639688,0.540400,0.591618,0.869098
hypothesized,0.578603,0.446874,0.576141,0.342524
telegram,0.602809,0.458288,0.593338,0.811436
emblazon,0.632475,0.458512,0.638120,0.662160
tanto,0.473817,0.402388,0.593330,0.422093
boer,0.406109,0.505742,0.480443,0.687146
moonlike,0.609057,0.457327,0.549485,0.723092
militiamen,0.405482,0.517366,0.466208,0.672895
belabor,0.449802,0.405405,0.555131,0.369461
Alabamans,0.560234,0.418879,0.549392,0.595350
