"term","humor"
"embrace","51.719298"
"employ","50.285714"
"empress","48.987854"
"empty","39.699248"
"encore","57.285319"
"end","48.245614"
"ending","42.105263"
"engine","47.087719"
"ennui","62.695764"
"entail","51.526316"
"entrails","47.969925"
"entrance","53.441296"
"entry","50.797963"
"envoy","57.894737"
"envy","42.926829"
"enzyme","59.722992"
"epic","63.684211"
"equal","49.878543"
"era","51.461988"
"errand","56.736842"
"error","50.368421"
"escape","57.495463"
"escort","53.684211"
"essay","43.157895"
"essence","48.359133"
"estate","49.509982"
"esteem","51.964056"
"ether","62.588905"
"ethic","52.105263"
"evens","52.828947"
"event","49.072682"
"evil","43.295195"
"excess","47.142857"
"exchange","44.718693"
"excuse","49.824561"
"exhaust","49.336384"
"exile","43.186344"
"exit","44.992481"
"expense","44.385965"
"expert","48.359133"
"exploit","51.829574"
"expo","54.807018"
"export","57.004049"
"extent","48.245614"
"extra","50.726817"
"extract","45.592105"
"extreme","51.461988"
"eye","47.087719"
"eyeball","52.932331"
"eyebrow","52.550607"
"eyeful","63.684211"
"eyelash","57.213622"
"eyes","54.035088"
"eyesight","48.193457"
"fable","51.659919"
"facial","64.024768"
"fact","44.77193"
"faction","47.242105"
"factor","43.22807"
"fad","56.842105"
"fag","50.947368"
"Faggot","59.548872"
"fail","50.657895"
"faint","48.888889"
"fair","49.878543"
"fairness","47.142857"
"fairway","54.421053"
"fairy","60.87218"
"faith","52.29202"
"faithful","51.461988"
"fake","51.461988"
"falcon","57.56391"
"fall","45.6899"
"fallout","48.556876"
"fallow","52.105263"
"fame","55.578947"
"famine","33.744361"
"fan","56.6759"
"fancy","53.684211"
"fanfare","66.25731"
"fang","54.255639"
"farce","67.157895"
"farewell","44"
"farm","53.200569"
"farmer","53.441296"
"farmhouse","56.027165"
"farming","53.658537"
"farmland","42.807018"
"fascist","47.678019"
"fat","50.402477"
"fathead","85.353383"
"father","56.608187"
"fathom","57.56391"
"fatigue","44.821732"
"fatty","79.508772"
"faucet","57.122807"
"fault","46.996904"
"faun","60.566802"
"fauna","63.883848"
"fawn","64.511278"
"fear","41.169591"
"feast","60.941828"
"feat","49.362881"
"feature","51.948791"
"fee","53.070175"
"feed","57.581792"
"feedback","45.614035"
"feel","42.88499"
"feeling","50.834403"
"feline","60.210526"
"fellow","55"
"felon","42.02729"
"female","47.912886"
"femur","56.315789"
"fence","53.363844"
"fencing","55.099819"
"fender","41.547988"
"fennel","59.181287"
"ferret","69.473684"
"ferry","51.461988"
"fetish","70.135338"
"feud","50.526316"
"fever","44.95356"
"fiction","57.54386"
"fiddle","69.473684"
"fielder","53.039049"
"fiend","65.062657"
"fifteen","45.517241"
"fifty","56.027165"
"fig","55.578947"
"fight","48.421053"
"fighter","47.206478"
"figment","60.941828"
"file","43.121597"
"fillet","60.509338"
"filly","68.646617"
"film","49.094737"
"filter","47.206478"
"filth","50.175439"
"fin","61.488203"
"finch","61.203008"
"find","51.083591"
"finder","52.932331"
"fine","52.409972"
"finesse","64.97076"
"finger","63.859649"
"finish","46.315789"
"fir","54.586466"
"fire","46.959064"
"fireman","41.169591"
"fireworks","53.126935"
"firm","54.30127"
"firstborn","49.972299"
"fiscal","50.797963"
"fishing","46.315789"
"fist","45.654135"
"fit","56.384439"
"fitness","47.678019"
"five","47.173489"
"fiver","72.046784"
"fix","48.690958"
"fizz","78.571429"
"flag","51.659919"
"flagship","54.652632"
"flagstaff","54.035088"
"flair","65.092461"
"flak","64.407895"
"flake","64.705882"
"flame","55.438596"
"flan","72.368421"
"flank","67.621053"
"flannel","62.526316"
"flap","71.12782"
"flares","47.639098"
"flash","61.337127"
"flashback","57.315789"
"flat","50.818713"
"flatfoot","65.964912"
"flaw","51.609023"
"flea","54.370709"
"fleabag","69.473684"
"fleece","57.894737"
"fleet","52.105263"
"flesh","53.263158"
"flick","73.333333"
"flier","57.465887"
"flight","50.285714"
"flimsy","64.511278"
"fling","63.859649"
"flip","67.459954"
"flipper","74.105263"
"flirt","70.175439"
"floater","66.900585"
"flock","57.521222"
"flood","40.701754"
"floor","41.25"
"flooring","44.074703"
"floozy","91.087719"
"flop","70.197368"
"florist","54.807018"
"floss","54.533107"
"flounder","64.024768"
"flour","51.322902"
"flourish","57.521222"
"flow","53.786078"
"flower","52.105263"
"flu","37.757437"
"flue","64.682396"
"fluff","86.243194"
"fluid","51.829574"
"fluke","73.78213"
"flush","70.725462"
"flute","56.532508"
"flux","61.203008"
"foam","54.223363"
"focus","54.489164"
"foe","44"
"fog","48.631579"
"fold","41.086587"
"folk","62.719298"
"folklore","58.473684"
"folly","62.857143"
"fondness","50.050934"
"fondue","64.180451"
"font","51.609023"
"food","50.526316"
"fool","65.263158"
"foot","59.113573"
"footage","49.721362"
"football","56.532508"
"foothold","49.122807"
"footing","56.330014"
"footprint","51.929825"
"footwork","61.256367"
"force","49.934211"
"forceps","54.035088"
"forces","45.308924"
"ford","46.925208"
"fore","51.544992"
"forecast","50.285714"
"forefront","56.447368"
"forehead","55.851393"
"foreman","57.086903"
"foreplay","68.150376"
"foresight","54.917293"
"forfeit","38.210526"
"forge","50.050934"
"forger","53.126935"
"fork","58.323587"
"forklift","53.09371"
"forte","65.338346"
"fortnight","56.774194"
"fortress","46.315789"
"fortune","59.459459"
"forty","47.087719"
"forum","54.035088"
"fossil","55.723684"
"foul","47.912886"
"founder","48.097166"
"foundry","55.578947"
"fountain","44.210526"
"four","54.035088"
"foursome","75.263158"
"fowl","57.431579"
"foxhole","61.754386"
"foxtrot","69.473684"
"foyer","52.684211"
"fragment","54.917293"
"fragrance","53.126935"
"frame","43.940621"
"framework","49.878543"
"franc","52.860412"
"franchise","49.824561"
"fraud","44.161567"
"freckle","61.533835"
"freebie","60.896686"
"freedom","49.303905"
"freelance","49.764838"
"freeman","56.736842"
"freestyle","57.894737"
"freeway","45.064011"
"freezer","52.828947"
"freezing","45.54386"
"freight","51.964056"
"freighter","52.704174"
"frenzy","65.71835"
"freshness","57.894737"
"friar","56.713212"
"friction","57.521222"
"fridge","50.050934"
"friend","62.003396"
"friendly","57.894737"
"friendship","55.438596"
"fright","44.144737"
"fringe","62.750424"
"frisbee","68.81203"
"frisk","68.675136"
"frock","68.675136"
"frog","56.505263"
"frolic","80.473684"
"frontier","55.851393"
"frostbite","46.315789"
"frosting","66.780906"
"frown","44.77193"
"fruit","50.657895"
"fruitcake","88.77193"
"fryer","47.039474"
"fuchsia","63.298246"
"fuck","86.45614"
"fucker","76.474908"
"fuel","52.356979"
"full","51.461988"
"fullback","49.139923"
"fullness","47.087719"
"fun","77.707602"
"function","57.894737"
"fund","50.526316"
"fungus","73.560372"
"funk","86.842105"
"fur","62.750424"
"furlong","60.065789"
"furlough","60.789474"
"furnace","44.534413"
"fury","58.357895"
"fusion","51.278195"
"fuss","60.896686"
"future","56.093567"
"fuzz","82.339181"
"gab","71.714771"
"gad","70.197368"
"gag","67.302632"
"gaggle","88.421053"
"gain","48.300752"
"gal","55.222672"
"gala","67.979626"
"gall","53.177388"
"gallant","55.578947"
"galley","55.964912"
"gallon","49.139923"
"gallop","69.473684"
"gallows","43.157895"
"gamble","47.763158"
"gambler","48.193457"
"gambling","50.257559"
"game","60"
"gamma","55.078236"
"gander","81.052632"
"gang","50.285714"
"gangrene","55.578947"
"gangster","61.513158"
"gangway","57.067669"
"gap","55.413534"
"garage","45.568761"
"garbage","57.894737"
"garden","49.62406"
"gardener","46.315789"
"gardening","44.912281"
"gargle","75.603715"
"garlic","55.578947"
"garnish","62.526316"
"garter","60.37594"
"gas","67.430341"
"gash","57.251462"
"gasket","55.578947"
"gasp","52.828947"
"gate","41.812866"
"gateway","40.221607"
"gather","50.797963"
"gaudy","55.413534"
"gauntlet","59.649123"
"gauze","42.910217"
"gay","62.45614"
"gaze","50.285714"
"gazelle","65.092461"
"gazette","56.240602"
"gear","54.533107"
"geezer","83.77709"
"gel","61.203008"
"gelding","61.488203"
"gem","57.894737"
"genie","65.020243"
"genre","56.330014"
"gent","63.238866"
"gentile","57.171053"
"gentry","54.035088"
"germ","56.240602"
"gesture","55"
"getup","74.619883"
"ghetto","52.409972"
"ghoul","71.644737"
"giant","64.327485"
"gift","50.343249"
"gig","68.75"
"giggle","78.535469"
"gimmick","68.847795"
"gin","58.398169"
"ginger","74.241486"
"ginseng","47.206478"
"giraffe","71.714771"
"girder","61.981424"
"girdle","65.910931"
"girl","61.30031"
"girlfriend","61.754386"
"girth","73.092105"
"gist","68.675136"
"give","44.144737"
"giver","58.666667"
"gizzard","70.835913"
"glacier","47.087719"
"glade","51.659919"
"Glamour","50.769231"
"gland","58.268251"
"glare","47.567568"
"glass","48.711434"
"glaze","55.898367"
"gleam","49.445235"
"glee","64.97076"
"glide","57.894737"
"glider","58.268251"
"glimpse","45.614035"
"globe","56.532508"
"gloom","43.74269"
"gloss","57.431579"
"glossy","57.251462"
"glove","47.017544"
"glucose","53.200569"
"glutton","62.695764"
"gnat","55.578947"
"gnome","74.619883"
"go","45.54386"
"goalie","58.721805"
"goat","57.213622"
"goatee","66.992481"
"gobble","84.414261"
"goblin","73.526316"
"god","50.30853"
"godsend","52.932331"
"godson","62.236842"
"goggles","68.879892"
"gold","51.609023"
"goldfish","53.826458"
"golf","50"
"golfer","51.905626"
"goner","61.203008"
"good","51.800554"
"goodness","51.578947"
"goodwill","56.11336"
"goody","71.869328"
"goof","80.371517"
"goose","68.701754"
"gopher","77.786775"
"gorge","66.578947"
"gospel","56.608187"
"gossip","53.177388"
"gothic","51.322902"
"goulash","79.949875"
"gourd","74.817814"
"gourmet","51.381579"
"gout","57.894737"
"grab","53.126935"
"grade","35.460526"
"graduate","56.447368"
"graft","51.964056"
"grail","56.842105"
"grain","44"
"gram","53.200569"
"grand","50.947368"
"grandchild","49.721362"
"grandeur","55.578947"
"grandma","56.608187"
"grandson","58.357895"
"grandstand","61.203008"
"granite","54.223363"
"granny","66.578947"
"grape","60.467836"
"grapefruit","54.678363"
"grapevine","61.111111"
"graph","48.521303"
"graphics","51.929825"
"graphite","53.502722"
"grasp","55.578947"
"grass","55.377574"
"grate","48.421053"
"grave","37.052632"
"gravel","53.391813"
"gravy","62.750424"
"grease","65.768421"
"greaser","70.661269"
"great","57.56391"
"greatness","48.631579"
"greed","42.323049"
"green","58.245614"
"greenhouse","52.828947"
"grenade","40.339559"
"greyhound","57.047497"
"grief","34.307992"
"grievance","36.083231"
"grill","52.270677"
"grin","74.922601"
"grind","67.07804"
"grinder","52.409972"
"grindstone","49.972299"
"grip","48.575096"
"gripe","52.704174"
"grit","59.459459"
"grits","63.684211"
"grizzly","64.97076"
"groan","59.676113"
"grocer","64.842105"
"groin","84.615385"
"groom","48.245614"
"groove","62.960526"
"grope","56.608187"
"gross","50.472335"
"grotesque","49.824561"
"grotto","58.70257"
"grouch","67.692308"
"ground","46.925208"
"grounding","43.421053"
"groundwork","55.170279"
"group","49.210526"
"groupie","71.679198"
"grouping","56.842105"
"grove","56.696915"
"growth","60.789474"
"grub","66.578947"
"grunt","66.578947"
"guano","72.781955"
"guard","42.180451"
"guardhouse","48.300752"
"guardian","50.657895"
"guess","49.303905"
"guesswork","53.441296"
"guest","49.210526"
"guidance","44.912281"
"guide","47.062818"
"guidebook","49.362881"
"guilt","34.736842"
"guinea","68.026316"
"guise","61.160594"
"guitar","46.941679"
"gullet","66.165414"
"gully","60.689655"
"gulp","61.30031"
"gum","55.578947"
"gumbo","64.97076"
"gumption","70.835913"
"gun","33.347368"
"gunboat","45.614035"
"gunk","73.092105"
"gunman","36.907895"
"gunner","48.486842"
"gunpoint","32.012384"
"gunshot","28.947368"
"guru","73.762183"
"gush","70.154799"
"gusher","78.328173"
"gust","57.54386"
"gut","46.315789"
"gutter","63.085299"
"guy","57.171053"
"gym","52.105263"
"gymnast","53.441296"
"habit","49.445235"
"hack","69.473684"
"hacksaw","50.402477"
"hag","68.070175"
"haiku","70.300752"
"hail","44.330827"
"hairbrush","62.960526"
"haircut","56.736842"
"hairline","50.175439"
"hairpin","47.017544"
"hairstyle","62.750424"
"halfback","52.105263"
"hall","54.035088"
"hallmark","51.948791"
"hallway","44.868421"
"halo","53.333333"
"halt","38.845501"
"halter","48.031189"
"ham","62.030075"
"hammer","61.754386"
"hammock","50.818713"
"hamper","64.129555"
"hand","49.878543"
"handbag","56.532508"
"handball","56.447368"
"handful","51.659919"
"handgun","42.45614"
"handle","46.315789"
"handshake","52.550607"
"hangar","57.894737"
"hanger","50.451128"
"hangman","51.191136"
"hangout","63.432494"
"hanky","86.693657"
"hardship","40.2746"
"hardware","54.035088"
"hardwood","57.54386"
"hare","66.578947"
"harem","63.040936"
"harlot","74.736842"
"harm","34.337568"
"harness","48.556876"
"harp","45.45809"
"harpoon","57.894737"
"harvest","58.538012"
"hash","59.342105"
"hassle","42.697368"
"haste","48.888889"
"hatchet","52.105263"
"hate","33.347368"
"hatred","39.784076"
"haul","49.824561"
"haven","55.377574"
"havoc","55.353017"
"haw","76.090226"
"hawk","52.29202"
"hay","60.210526"
"haystack","56.548348"
"haze","45.263158"
"head","54.421053"
"headache","44.110276"
"headband","50.818713"
"header","57.894737"
"headlight","57.894737"
"headline","52.253711"
"headset","49.303905"
"headstone","47.280702"
"headway","59.891107"
"healer","51.905626"
"health","38.947368"
"heap","66.992481"
"hearsay","58.538012"
"hearse","42.180451"
"heart","48.421053"
"heartache","40.102696"
"heartbeat","40.912281"
"heartburn","55"
"hearth","51.764706"
"heat","50.343249"
"heathen","58.947368"
"heating","47.445443"
"heave","63.825417"
"heaven","46.315789"
"heavy","50.285714"
"heck","60.711238"
"hedge","56.532508"
"heed","48.796992"
"heel","52.8"
"heifer","82.414861"
"height","48.819346"
"heir","50.175439"
"heiress","64.991511"
"heirloom","58.575851"
"helium","65.73854"
"helmet","49.878543"
"helmsman","68.582996"
"help","41.934566"
"helper","48.421053"
"hem","56.11336"
"hen","56.929825"
"herald","60.210526"
"herb","60.789474"
"herbs","56.532508"
"herd","62.857143"
"hermit","70.967742"
"hernia","42.807018"
"hero","51.764706"
"herring","60.210526"
"hertz","54.035088"
"hex","64.407895"
"hick","71.911357"
"hide","51.083591"
"hideout","48.359133"
"high","60.467836"
"highland","45.706371"
"highlight","52.270677"
"highness","63.684211"
"highway","49.934211"
"hijack","44.868421"
"hill","43.920145"
"hillside","46.315789"
"hindsight","49.746589"
"hip","65.185185"
"hippie","74.43609"
"hippo","77.964912"
"hire","50.402477"
"hit","46.315789"
"hitch","55.578947"
"hive","53.126935"
"hoard","59.405034"
"hoax","59.824561"
"hobby","55.723684"
"hobo","70.967742"
"hock","67.232598"
"hoe","83.368421"
"hog","68.026316"
"hogwash","82.834008"
"hold","56.532508"
"holder","49.094737"
"hole","59.306804"
"holler","72.781955"
"holly","53.502722"
"holster","48.631579"
"holy","49.210526"
"homage","52.932331"
"home","46.315789"
"homestead","49.532164"
"hometown","51.659919"
"homework","46.315789"
"homing","51.381579"
"hone","57.894737"
"honey","58.538012"
"honky","82.339181"
"hooch","84.724005"
"hoodlum","69.473684"
"hoof","70.967742"
"hook","56.30547"
"hooker","72.4618"
"hooky","79.056261"
"hoop","56.696915"
"hooter","95.526316"
"hop","63.238866"
"hope","54.932681"
"hopeful","48.359133"
"horde","60.210526"
"hormone","59.438597"
"horn","60.856793"
"horror","39.298246"
"horse","57.067669"
"horseback","57.285319"
"horseman","62.695764"
"horseshoe","56.6759"
"hose","58.225564"
"hospice","39.454191"
"host","51.929825"
"hostage","39.612188"
"hostel","55"
"hostess","61.754386"
"hotel","52.105263"
"hothead","65.338346"
"hour","56.350877"
"house","47.678019"
"houseboat","50.581717"
"houseboy","72.4618"
"household","46.315789"
"housewife","58.721805"
"housework","43.920145"
"hubby","75.263158"
"huddle","59.01528"
"hue","55.078236"
"huff","64.705882"
"hug","53.759398"
"hull","56.608187"
"humbug","73.208829"
"humpback","70.116959"
"hunch","61.981424"
"hunchback","69.473684"
"hundred","47.969925"
"hunger","44.534413"
"hunt","44.210526"
"hunting","44.144737"
"huntress","51.948791"
"hurdle","56.532508"
"hurl","68.701754"
"hurry","51.191136"
"hurt","34.994152"
"husband","47.206478"
"husk","51.929825"
"husky","74.385965"
"hussy","85.927978"
"hustle","63.105263"
"hut","52.587719"
"hydrate","55.898367"
"hygiene","47.602339"
"hymen","74.619883"
"hymn","51.140351"
"ice","58.947368"
"iceberg","50.30853"
"icing","58.504155"
"icon","46.315789"
"id","52.748538"
"idea","46.880616"
"idiot","73.739612"
"idol","50.947368"
"illness","43.327674"
"image","51.191136"
"impact","46.315789"
"impress","52.491228"
"imprint","46.959064"
"impulse","48.556876"
"incense","54.652632"
"incest","37.368421"
"inch","46.315789"
"increase","54.035088"
"infant","52.491228"
"infield","38.805121"
"influence","44.330827"
"info","50.175439"
"ink","51.22807"
"inkling","63.238866"
"inlet","55.413534"
"inmate","47.114338"
"inn","49.210526"
"inning","49.072682"
"input","51.381579"
"inquest","53.441296"
"insect","51.719298"
"insight","49.210526"
"instant","49.972299"
"insult","44.385965"
"intake","51.461988"
"intent","49.122807"
"interest","49.972299"
"intern","45.517241"
"intrigue","55.170279"
"intro","49.303905"
"invite","50.175439"
"invoice","45.568761"
"ion","55.750487"
"iron","49.746589"
"island","51.905626"
"issue","51.800554"
"item","53.552632"
"jab","53.593985"
"jabber","84.414261"
"jackal","64.244482"
"jackass","87.48538"
"jacket","50.797963"
"jackpot","66.749226"
"jade","45.389474"
"jailbird","73.036437"
"jailer","49.040248"
"jam","62.45614"
"jar","47.039474"
"jargon","62.236842"
"jasmine","42.45614"
"java","53.177388"
"javelin","51.659919"
"jaw","51.083591"
"jawbone","58.887218"
"jaws","55.280136"
"jean","43.421053"
"jeans","51.905626"
"jeep","62.305764"
"jelly","72.368421"
"jerk","66.165414"
"jest","71.12782"
"jester","75.708502"
"jet","47.912886"
"jewel","54.255639"
"jib","75.031579"
"jiffy","73.208829"
"jiggle","84.414261"
"jigsaw","67.430341"
"jihad","43.623011"
"jingle","74.105263"
"jinx","71.517028"
"jive","67.157895"
"job","43.74269"
"jockey","71.848853"
"jog","54.917293"
"jogger","57.431579"
"joint","65.768421"
"joke","84.269006"
"jolt","61.368421"
"jot","66.666667"
"journal","43.099415"
"joust","65.964912"
"joyride","64.390244"
"judge","47.969925"
"judo","67.736842"
"jug","71.714771"
"juggler","78.736842"
"juice","65.614035"
"juju","84.671053"
"jukebox","50.175439"
"jump","53.726316"
"jumper","54.586466"
"junction","54.652632"
"juncture","59.405034"
"jungle","56.759546"
"junior","52.105263"
"junk","54.035088"
"junket","60.085349"
"junkie","57.368421"
"juror","45.45809"
"jury","45.672515"
"justice","44.60039"
"kappa","73.955857"
"karma","65.855263"
"kayak","70.083102"
"kebab","74.43609"
"keel","61.256367"
"keen","60.789474"
"keep","49.721362"
"keeper","47.418546"
"keepsake","47.473684"
"kelp","57.894737"
"kennel","57.894737"
"kerchief","70.835913"
"kernel","54.452347"
"ketchup","57.343358"
"kettle","52.44582"
"key","47.534626"
"keyboard","48.556876"
"keyhole","56.736842"
"keynote","55.222672"
"kick","45.02924"
"kickoff","60.941828"
"kid","64.407895"
"kidder","72.561404"
"kidney","50.726817"
"kids","47.859649"
"kill","33.082707"
"killer","33.964912"
"killjoy","56.240602"
"kilo","55.816464"
"kin","62.526316"
"kind","59.284211"
"kindness","48.421053"
"kindred","43.536842"
"king","46.315789"
"kingdom","51.381579"
"kingpin","73.333333"
"kink","81.052632"
"kinship","53.039049"
"kiosk","61.513158"
"kiss","61.754386"
"kisser","76.59919"
"kit","61.754386"
"kitchen","49.934211"
"kite","61.111111"
"kiwi","74.105263"
"knapsack","68.344031"
"knee","47.639098"
"kneecap","60.210526"
"knickers","82.596491"
"knife","42.697368"
"knighthood","56.066482"
"knob","58.245614"
"knock","61.337127"
"knockout","63.915789"
"knot","51.322902"
"know","43.834586"
"knowledge","55.578947"
"kudos","78.571429"
"lab","44.661654"
"lace","56.79198"
"lack","44.463158"
"lackey","72.166463"
"lacquer","59.052632"
"lacrosse","46.315789"
"lactose","63.085299"
"lad","61.754386"
"ladder","53.263158"
"laddie","69.473684"
"lady","59.12654"
"lag","50.402477"
"lager","55.578947"
"lagoon","55.578947"
"lair","46.880616"
"lake","52.409972"
"lamb","50.947368"
"lament","41.022556"
"lamp","52.105263"
"lance","52.29202"
"lancer","54.533107"
"land","51.526316"
"landing","49.824561"
"landlord","47.969925"
"landmark","52.8"
"landscape","55.750487"
"landslide","41.684211"
"lane","50.797963"
"lantern","45.721997"
"lap","62.750424"
"lapdog","73.815789"
"lapel","57.315789"
"lapse","54.847645"
"large","45.568761"
"lark","70.067476"
"laser","53.759398"
"lash","54.489164"
"lass","53.552632"
"lasso","60.689655"
"latex","68.77193"
"lather","72.690058"
"latrine","66.385965"
"laughter","74.43609"
"launch","53.126935"
"laundry","50.947368"
"lava","59.181287"
"law","40.140351"
"lawn","50.797963"
"lawyer","50.797963"
"lay","59.052632"
"layer","70.631579"
"layman","68.79257"
"lead","53.263158"
"leader","55.898367"
"leaf","53.039049"
"league","50.769231"
"leakage","73.036437"
"lean","41.281465"
"leap","53.759398"
"learner","49.878543"
"leather","52.828947"
"leave","43.295195"
"lecture","40.377868"
"ledge","48.097166"
"ledger","48.556876"
"leech","57.213622"
"leg","55.222672"
"legion","48.01027"
"leisure","60.651629"
"lemon","55.964912"
"length","44.385965"
"lens","47.678019"
"leopard","49.303905"
"leper","49.139923"
"lesbian","54.035088"
"lesion","46.315789"
"lesson","48.031189"
"let","47.534626"
"letter","53.628809"
"lettuce","56.447368"
"levee","58.294011"
"level","43.121597"
"lever","57.171053"
"liar","40.140351"
"libel","42.180451"
"lick","67.368421"
"lid","52.491228"
"lie","40.701754"
"liege","62.030075"
"life","56.027165"
"lifeboat","48.819346"
"lifeguard","50.021053"
"lifeline","50.175439"
"lifer","54.30127"
"lifetime","54.035088"
"lift","57.171053"
"lightbulb","45.736842"
"lighthouse","50.368421"
"lighting","50.947368"
"lightness","49.403509"
"lightweight","65.020243"
"like","56.315789"
"likeness","46.315789"
"lilac","50.947368"
"lily","60.085349"
"limb","49.403509"
"limber","65.614035"
"limbo","65.703794"
"lime","53.177388"
"limelight","55.723684"
"limestone","46.315789"
"limey","65.768421"
"limit","49.403509"
"limp","64.842105"
"line","47.602339"
"linen","45.634675"
"liner","46.315789"
"lingo","68.908858"
"linguist","56.955903"
"link","56.608187"
"lint","53.80805"
"lion","48.819346"
"lip","49.094737"
"lipstick","57.54386"
"liqueur","59.722992"
"liquid","53.552632"
"liquor","62.695764"
"lira","58.191633"
"lisp","64.511278"
"list","53.80805"
"listen","55.099819"
"lithium","54.035088"
"litter","48.300752"
"little","53.039049"
"liver","54.276316"
"livestock","51.905626"
"lizard","57.612323"
"load","57.495463"
"loaf","63.214794"
"loafer","62.662539"
"loan","50.071124"
"loathing","38.210526"
"lobby","53.658537"
"lobe","66.749226"
"lobster","69.473684"
"local","51.719298"
"loch","71.954887"
"locksmith","53.157895"
"lockup","47.639098"
"locust","49.403509"
"lode","58.357895"
"lodge","55.222672"
"log","51.659919"
"logic","48.556876"
"loner","41.308677"
"longboat","53.826458"
"look","53.80805"
"looker","66.165414"
"loom","52.409972"
"loon","71.017544"
"loony","74.539474"
"loop","51.800554"
"loophole","52.704174"
"loose","59.256966"
"loot","73.130194"
"lord","52.29202"
"lordship","54.035088"
"lore","64.210526"
"loss","44.821732"
"lotion","61.513158"
"lotto","65.480944"
"lotus","66.279492"
"lounge","58.113208"
"louse","55.170279"
"love","53.842105"
"lovely","56.842105"
"lover","58.666667"
"low","36.491228"
"lowdown","64.97076"
"luck","64.244482"
"lug","68.396573"
"luggage","50.30853"
"lull","57.894737"
"lumber","62.130937"
"lunch","56.140351"
"lunchtime","49.445235"
"lung","42.049862"
"lunge","54.652632"
"lurch","68.881339"
"lure","54.238227"
"lush","66.504723"
"lust","65.386997"
"lye","57.894737"
"lyric","53.126935"
"lyrics","52.44582"
"mace","52.748538"
"mach","58.618421"
"mackerel","63.915789"
"madam","57.521222"
"madhouse","65.614035"
"madman","43.007519"
"madness","51.461988"
"maestro","65.71835"
"mafia","54.678363"
"maggot","70.154799"
"magic","61.981424"
"magnet","51.544992"
"magpie","71.017544"
"maid","46.977444"
"maiden","56.532508"
"mailman","45.568761"
"main","44.868421"
"mainland","52.105263"
"mainstream","50.526316"
"major","41.308677"
"make","43.007519"
"maker","52.748538"
"makeshift","49.122807"
"male","49.040248"
"malice","48.300752"
"mall","48.753463"
"malt","61.754386"
"mama","65.910931"
"mambo","75.263158"
"mammal","52.748538"
"mammoth","60.789474"
"man","48.521303"
"mandate","42.105263"
"mane","50.797963"
"manger","51.107078"
"mango","65.964912"
"manhole","72.046784"
"manhood","71.351351"
"manor","50.604288"
"mansion","46.315789"
"mansions","53.391813"
"mantel","48.888889"
"mantis","66.25731"
"mantle","56.066482"
"manual","48.556876"
"map","51.719298"
"maple","54.255639"
"marble","49.721362"
"mare","54.807018"
"margin","46.315789"
"marine","50.581717"
"market","47.322654"
"marksman","44.95356"
"maroon","63.550228"
"marquee","51.929825"
"marriage","62.425629"
"marrow","45.672515"
"marshal","49.122807"
"mart","45.6899"
"marvel","58.575851"
"mascot","54.586466"
"mash","63.214794"
"mask","54.210526"
"mass","43.940621"
"massage","57.894737"
"masses","47.206478"
"masseuse","62.750424"
"master","53.520468"
"mat","45.488722"
"match","53.039049"
"mate","65.421053"
"math","46.925208"
"matrix","59.052632"
"matron","47.017544"
"matter","54.892788"
"mattress","52.105263"
"maxim","59.548872"
"may","48.987854"
"mayday","58.575851"
"mayhem","63.549572"
"mayor","57.465887"
"maze","57.894737"
"meadow","56.240602"
"meal","48.359133"
"mean","42.697368"
"meanie","68.150376"
"meaning","50.526316"
"meantime","42.345865"
"measles","33.289474"
"measure","48.052632"
"medal","54.736842"
"median","54.586466"
"medic","52.29202"
"meet","61.754386"
"meeting","36.733212"
"melon","65.789474"
"member","59.908467"
"membrane","64.598338"
"menace","48.421053"
"menial","58.618421"
"menthol","51.107078"
"mention","39.298246"
"mentor","40.912281"
"menu","46.315789"
"merchant","50.797963"
"mere","56.608187"
"meringue","70.438597"
"merit","49.70475"
"mermaid","61.488203"
"mesh","50.30853"
"mess","54.652632"
"message","41.578947"
"metal","38.045113"
"meter","54.30127"
"methane","49.878543"
"method","54.035088"
"mew","79.690402"
"midair","56.608187"
"midday","44.868421"
"middle","53.80805"
"midget","69.473684"
"midnight","53.842105"
"midst","51.659919"
"midwife","56.608187"
"mild","50.09667"
"mildew","50.021053"
"mile","47.763158"
"mileage","60.789474"
"milestone","52.684211"
"milk","51.659919"
"milkman","63.040936"
"milkshake","64.705882"
"mill","53.391813"
"million","46.977444"
"millionth","46.315789"
"millstone","51.461988"
"mime","69.473684"
"mimic","69.473684"
"mince","65.614035"
"mincemeat","72.561404"
"mind","51.719298"
"minefield","55.413534"
"miner","50.697013"
"mining","52.239902"
"minion","76.917293"
"mink","61.337127"
"minor","44.621309"
"mint","57.067669"
"minute","53.80805"
"mirage","53.502722"
"mire","50.657895"
"mirror","52.253711"
"mischief","59.01528"
"miser","53.441296"
"misfit","54.30127"
"mishap","59.342105"
"miss","52.704174"
"missile","43.643725"
"mission","48.631579"
"missy","70.154799"
"mist","54.892788"
"mister","59.181287"
"mistress","61.754386"
"mistrust","44.438122"
"misuse","43.007519"
"mite","44.344905"
"mitt","55.578947"
"mitten","62.236842"
"mix","49.934211"
"mixer","59.342105"
"mixture","59.092559"
"moan","61.754386"
"moat","62.857143"
"mob","51.278195"
"mobster","52.105263"
"mocha","63.105263"
"mock","65.71835"
"mod","60.350877"
"model","44.868421"
"modern","52.828947"
"module","46.315789"
"moisture","60.085349"
"mole","67.692308"
"mom","51.461988"
"moment","49.210526"
